item_sku,rec_sku,similarity_score
SRPCR3800,FB361A,61.26
SRPCR3800,AWMG9,60.72
SRPCR3800,GA143C,60.37
SRPCR3800,TFM7530B,60.17
SWM121A,SWM181,83.12
SWM121A,SWM151A,77.6
SWM121A,SWM231,75.72
SWM121A,SWM201,72.54
SWM121A,SWM191,72.5
SWM121A,SWM291,72.24
SWM121A,SWM131A,72.13
SWM121A,SWM141A,69.49
SWM121A,SWM241,69.29
SWM121A,TW261,67.37
BLPT1425,BLPT1420,94.12
BLPT1425,BLPT1410,93.82
BLPT1425,BLPT1430,92.36
BLPT1425,BLPT1427,90.76
BLPT1425,BLPT1415,90.41
BLPT1425,BLPT1260,84.69
BLPT1425,BLPT149,81.96
BLPT1425,BLPT3840,81.76
BLPT1425,BLPT148,81.67
BLPT1425,BLPT3845,81.54
GA1D,CAL6DA,66.61
GA1D,GA3634A,66.6
GA1D,MTEE6,64.09
GA1D,RTEMP8,63.5
GA1D,CJ2001P,61.24
GA1D,LDT40,60.88
GA1D,SRP400B,60.1
GA1D,2005BSKA,59.4
GA1D,TD2425A,59.01
GA1D,TF528D,58.15
PK53A,AC5C,89.72
PK53A,HSG319,84.94
PK53A,GA296B,82.93
PK53A,AWM110DHK,82.83
PK53A,AC58E,82.61
PK53A,PPB816A,81.5
PK53A,GAJ12A,80.94
PK53A,FB303B,79.46
PK53A,PT28E,78.94
PK53A,RULER601,78.49
UIM325,UPT65,74.36
UIM325,UPT35,68.15
UIM325,GA265A,68.13
UIM325,PPK300,67.1
UIM325,UIM2LT,66.33
UIM325,MAGDISH,65.37
UIM325,PHT5,65.37
UIM325,HBPT24,64.26
UIM325,FB316B,63.15
UIM325,PWC52A,62.38
CTS561BITSET,CTS861K2,61.85
CTS561BITSET,PTB32K,57.41
CTS561BITSET,SDMEXT19K,53.17
CTS561BITSET,A177A,51.86
CTS561BITSET,TPMBM5,50.64
CTS561BITSET,GMB3042,49.47
CTS561BITSET,YA105013,48.99
CTS561BITSET,BLPHEXS1418,47.99
CTS561BITSET,CTS561CHUCK,47.71
CTS561BITSET,208EFTABMY,47.49
RBYAM605,RBYA605,53.75
RBYAM605,SHBB24,50.35
RBYAM605,SGDMRC108A,49.13
RBYAM605,AT2050,47.2
RBYAM605,QD3250A,46.93
RBYAM605,AT118,44.42
RBYAM605,AT700F,44.37
RBYAM605,BOERM712,42.4
RBYAM605,TB20A,42.27
RBYAM605,QD2R200A,41.93
ITHE100,S6118A,83.03
ITHE100,FB361A,82.59
ITHE100,131A,81.73
ITHE100,BT11,81.24
ITHE100,B3404B,79.94
ITHE100,B1356E,76.57
ITHE100,2004BSKA,75.59
ITHE100,B1461,74.49
ITHE100,BCS70A,74.19
ITHE100,GA296B,73.44
BOERM21,BOERM22,91.08
BOERM21,BOERM24,78.49
BOERM21,A127,57.95
BOERM21,BLPH1217,57.56
BOERM21,BOERM18,57.2
BOERM21,FTX60E,53.84
BOERM21,SIMM350,53.19
BOERM21,131TMPB,50.39
BOERM21,SIMM150A,49.67
BOERM21,PKNC125C2,49.01
317MSPC,114ATMP,82.2
317MSPC,211FSY,77.62
317MSPC,206AFSP,77.07
317MSPC,211SFSY,72.93
317MSPC,PRH57A,67.09
317MSPC,317AMMPC,66.26
317MSPC,206EAU,65.86
317MSPC,AWM110DHK,64.87
317MSPC,AWM110DK,63.25
317MSPC,S9704KA,63.01
UPT2FL,PT40B,84.44
UPT2FL,PPK15,77.01
UPT2FL,UIM2FL,73.12
UPT2FL,BDGPL300HG,70.77
UPT2FL,SHP2KT,70
UPT2FL,GA294,68.18
UPT2FL,GA295,67.87
UPT2FL,PL330ACF,67.35
UPT2FL,BLPEXTF388,66.75
UPT2FL,BLPEXTF146,66.39
YA105013,YA1050B,81.83
YA105013,DBTB121,74.33
YA105013,VWB8B,73.34
YA105013,BP40B,71.05
YA105013,PBMP703A,69.91
YA105013,SGRHT6BR,69.61
YA105013,PBS704,67.61
YA105013,OXIM710B,66.96
YA105013,SGHBF500A,66.87
YA105013,SX24,66.85
AT5500,AT380A,78.64
AT5500,AT700F,69.33
AT5500,BP40B,46.47
AT5500,AT670,42.24
AT5500,310SIMMYA,41.98
AT5500,309SIMYA,41.63
AT5500,SR80A,40.78
AT5500,BLPT146,38.73
AT5500,AT2050,38.66
AT5500,YA4050B,38.17
312IMMS,OEXLM710B,62.37
312IMMS,210IMFSYA,60.18
312IMMS,2003LN,59.72
312IMMS,207IPFM,58.4
312IMMS,212IMFMSYA,58.22
312IMMS,IP80D,58.09
312IMMS,214SIMFMYA,57.02
312IMMS,214IMFMYA,57
312IMMS,IPF800B,56.72
312IMMS,204IMXA,56.08
TMM15,STMM15,96.46
TMM15,STMM5.5,84.41
TMM15,TMM14,83.74
TMM15,TMM5.5,81.54
TMM15,TMM16,81.42
TMM15,TMM9,80.61
TMM15,TMM11,80.2
TMM15,STMM14,79.06
TMM15,TMM13,78.73
TMM15,SFSM6,77.56
SF241,SF201,91.6
SF241,F241,91.09
SF241,F141,89.08
SF241,SF261,88.37
SF241,F261,88.01
SF241,F281,87.68
SF241,F201,87.57
SF241,SF221,87.37
SF241,F181,86.69
SF241,SF181,86.51
FHBB18A,SHN36,74.33
FHBB18A,SHBB24,69.3
FHBB18A,THLL72,63.3
FHBB18A,FHBB12A,63.09
FHBB18A,THRLX72,63.05
FHBB18A,103UFTS,59.68
FHBB18A,SH80A,57.89
FHBB18A,THLLF72,57.63
FHBB18A,ECPRD068,57.47
FHBB18A,SHLL80A,57.38
AT109,PTC250,79.32
AT109,PTGR110,73
AT109,PTGR100,71.39
AT109,DPT7A,70.59
AT109,UTS105A,62.87
AT109,AT475A,62.12
AT109,PDR3000A,61.64
AT109,PTR2500,60.54
AT109,PDR5000A,59.24
AT109,VWB8B,59.02
84CF,912AEP,86.09
84CF,312CF,85.62
84CF,411CF,85.17
84CF,908CF,84.88
84CF,490CF,84.37
84CF,911ACF,83.43
84CF,86EP,80.24
84CF,915CP,80.08
84CF,EPC160,77.2
84CF,388ACF,74.53
SEPU12TW,SEPU38TW,78.29
SEPU12TW,CAL6V,53.63
SEPU12TW,QD2R100A,50.75
SEPU12TW,QD3R250A,50.39
SEPU12TW,TA360,49.65
SEPU12TW,QD2R200A,48.69
SEPU12TW,QD1R50A,48.08
SEPU12TW,QD2FR75B,47.03
SEPU12TW,PG160,46.62
SEPU12TW,ACT73A,46.57
112RTSMA,BLPHEXS1418,64.81
112RTSMA,208EFTABMY,63.74
112RTSMA,303SXWKL,62.83
112RTSMA,XLE605,62.53
112RTSMA,TKF72,62.4
112RTSMA,RAF80A,60.98
112RTSMA,204FXKLA,59.23
112RTSMA,206AFXW,59.17
112RTSMA,112RTMA,58.95
112RTSMA,XOM605,58.88
S9704KA,S9706KRA,82.07
S9704KA,PRH57A,81.58
S9704KA,PPC710BK,81.17
S9704KA,SGT4BR,79.96
S9704KA,112STMMY,79.21
S9704KA,SGA173BR,79.07
S9704KA,212EFTXY,78.93
S9704KA,212SFSMY,78.01
S9704KA,FXK11,77.44
S9704KA,212FSMY,76.67
QDTPMS,CAL6EBR,76.45
QDTPMS,S61112,69.2
QDTPMS,BTCP400,66.53
QDTPMS,JCK8,66.52
QDTPMS,TEMP200,65.14
QDTPMS,S6111,63.85
QDTPMS,BTCP1,62.82
QDTPMS,WHM1,62.66
QDTPMS,S6112,61.48
QDTPMS,VSC4KT,60.19
PPB826A,1210B,79.62
PPB826A,2050,79.1
PPB826A,AWMG9,77.63
PPB826A,PPB816A,77.49
PPB826A,AWS13,77.34
PPB826A,SRPCR4700,77.33
PPB826A,PK52A,76.82
PPB826A,OEX714KB,76.65
PPB826A,1512B,76.45
PPB826A,AT4124,76.41
STMM5,TMM5,96.81
STMM5,OEXM9B,84.43
STMM5,SWM101A,81.34
STMM5,OEXM8B,79.81
STMM5,SWM111A,78.77
STMM5,SIMM340,77.92
STMM5,OEXM7B,77.31
STMM5,TMM4,70.58
STMM5,STMM4,69.83
STMM5,FB303B,69.38
FZERO,TZERO,71.62
FZERO,TMR4,53.66
FZERO,TN72,48.47
FZERO,303SXWKL,47.71
FZERO,TMS4E,46.43
FZERO,GMB3042,45.34
FZERO,CTS561CHUCK,45.18
FZERO,BLPEXTF388,43.73
FZERO,SDM400A,42.65
FZERO,TX72,42.55
STMM12,STMM10,89.7
STMM12,TMM12,87.45
STMM12,STMM8,87.19
STMM12,STMM13,87.14
STMM12,STMM7,86.27
STMM12,STMM6,85.86
STMM12,TMM13,85.13
STMM12,TMM11,84.64
STMM12,TMM14,84.61
STMM12,STMM14,84.05
QD1R50A,QD1R200A,79.93
QD1R50A,QD2R1000A,69.37
QD1R50A,QD2R200A,67.18
QD1R50A,QD2R100A,64.44
QD1R50A,QD2FR75B,63.75
QD1R50A,TA360,62.55
QD1R50A,QD3R250A,57.6
QD1R50A,SEPU38TW,56.94
QD1R50A,MTEE6,56.18
QD1R50A,EEPV509,54
TD2425A,OEXS709B,67
TD2425A,BLPPB704,65.69
TD2425A,XB605A,62.99
TD2425A,XO605,62.3
TD2425A,SDG10S25F,61.2
TD2425A,212EFTAY,61.13
TD2425A,GA1D,59.01
TD2425A,211FCOA,57.31
TD2425A,OEXSM710B,56.4
TD2425A,PDR5000A,56.19
TL900L,RULER600,65.83
TL900L,AVSNP01160,65.2
TL900L,GA225A,63.64
TL900L,AWCPEF16K,57.49
TL900L,ST50A,56.48
TL900L,UPTLP2,55.76
TL900L,UTK150,55.44
TL900L,AWBXL13,55.43
TL900L,R404,55.19
TL900L,PPC204A,54.77
196ACF,388ACF,83.83
196ACF,47ACF,83.4
196ACF,86ACF,81.45
196ACF,46ACF,80.67
196ACF,95ACF,79.64
196ACF,AWP120,79.45
196ACF,96ACF,77.04
196ACF,91ACP,76.91
196ACF,911ACF,76.51
196ACF,490CF,73.01
TMD16,TMD9,96.22
TMD16,TMD11,94.56
TMD16,TMD18,94.04
TMD16,TMD6,91.51
TMD16,F281,91.24
TMD16,F141,90.9
TMD16,TMD12,90.23
TMD16,TMD7,88.31
TMD16,F241,87.98
TMD16,TMD14,87.89
305SIMMY,BT4651,71.78
305SIMMY,312SIMM,65.37
305SIMMY,YA4275,61.36
305SIMMY,OFW2,60.73
305SIMMY,SOEXM705,58.94
305SIMMY,304IMX,58.15
305SIMMY,RXFMS606B,57.89
305SIMMY,SLX80A,57.83
305SIMMY,A106,57.79
305SIMMY,313SIMA,55.21
DS806AK,SGHF616BR,76.48
DS806AK,PPB1002A,74.94
DS806AK,AW1015DHK,73.95
DS806AK,218AFP,71.4
DS806AK,10MA,69.6
DS806AK,8R,67.8
DS806AK,YA2020,67.5
DS806AK,211FCOA,66.39
DS806AK,DS809K,66.01
DS806AK,YA337A,65.98
206FSUMA,111TMUSMA,81.46
206FSUMA,206SFSUM,73.67
206FSUMA,210FRHMA,73.39
206FSUMA,XOM605,71.78
206FSUMA,208EFTABMY,71
206FSUMA,211EFAMY,68.31
206FSUMA,210EFTAMY,68.16
206FSUMA,210AFLEY,68.14
206FSUMA,OEXLM710B,68.04
206FSUMA,OXIM707SBK,67.75
SFSM20,SFSM6,95.09
SFSM20,SFSM7,94
SFSM20,SFSM21,93.98
SFSM20,TMM4,90.42
SFSM20,TMM4.5,90.01
SFSM20,STMM4,89.65
SFSM20,STMM4.5,89.08
SFSM20,FSM61,86.4
SFSM20,TWM21,80.69
SFSM20,FSM71,80.55
IPLM19C,IPLM17C,93.65
IPLM19C,IPLM21C,90.64
IPLM19C,IPLM14C,90.35
IPLM19C,IPLM18C,90.14
IPLM19C,IPDLM13A,79.73
IPLM19C,IPLM24C,79.56
IPLM19C,IPLM22C,79.09
IPLM19C,IPSM22,77.76
IPLM19C,IPLM16C,74.82
IPLM19C,IPLM13C,74.44
TMUS181A,TMUS141A,95.5
TMUS181A,FAML6E,95.05
TMUS181A,FRX181,94.71
TMUS181A,FA12LE,94.69
TMUS181A,SA16E,93.13
TMUS181A,FLE140A,92.12
TMUS181A,F161,91.32
TMUS181A,GF22,90.58
TMUS181A,FABLM5E,89.66
TMUS181A,SAM19E,89.62
SFSM7,SFSM6,97.95
SFSM7,SFSM20,94
SFSM7,SFSM21,91.25
SFSM7,FSM61,90.48
SFSM7,TMM4.5,86.62
SFSM7,FSM71,86.47
SFSM7,STMM4,86.27
SFSM7,STMM4.5,86.24
SFSM7,TMM4,84.28
SFSM7,STMM15,80.73
TNF72,FNF100,71.59
TNF72,112RTMA,65.73
TNF72,TMR4,63.65
TNF72,TK72,62.49
TNF72,TLLF72,61.46
TNF72,F18LA,60.79
TNF72,TKF72,60.08
TNF72,FC72,58.72
TNF72,TXM72,57.58
TNF72,TZERO,57.48
BLP18HVLP,BLP13HVLP,84.92
BLP18HVLP,BLP14HVLP,80.88
BLP18HVLP,BLP10MHVLP,80.44
BLP18HVLP,BF555,79.05
BLP18HVLP,BLP15HVLP,73.9
BLP18HVLP,AT408,68.92
BLP18HVLP,AT475A,68.16
BLP18HVLP,AT425R,66.37
BLP18HVLP,14V,64.37
BLP18HVLP,SHP253438,61.05
PK23A,CSA8CR,83.73
PK23A,SGA173BR,78.61
PK23A,SGT4BR,77.94
PK23A,PPC710BK,77
PK23A,97ACF,73.95
PK23A,LP10WR,73.22
PK23A,S9704KA,72.31
PK23A,JT13B,71.18
PK23A,PRH57A,70.79
PK23A,YA1050B,70.23
PHP1A,PHP3A,95.58
PHP1A,PHP2A,95.14
PHP1A,SHP2KT,75.07
PHP1A,BDGPL300HG,70
PHP1A,SGA102BR,66.43
PHP1A,SHCP1B,66.37
PHP1A,SGRHT6BR,64.58
PHP1A,TFTFM932A,64.27
PHP1A,ACT1290A,63.66
PHP1A,HCP10,63.2
HBBT16,PPB30AK,72.45
HBBT16,FB316B,71.12
HBBT16,FB305A,69.22
HBBT16,HCP48BCF,67.05
HBBT16,HBPT24,65.76
HBBT16,PPCS60BK,65.34
HBBT16,GA265A,65.04
HBBT16,CSSD50R,64.7
HBBT16,AT4101,64.57
HBBT16,UPT65,63.72
PIT120,BB9008,80.11
PIT120,YA2850A,75.63
PIT120,KAC1224TCA,70.47
PIT120,RC980,69.34
PIT120,STX70E,69.11
PIT120,TMUS161A,67.65
PIT120,HD6529,66.06
PIT120,209EFTXBY,65.98
PIT120,SPBS12AR,65.86
PIT120,GF22,64.38
DBHS13,DBHM9,81.12
DBHS13,DBT7,62.5
DBHS13,AWTR8,60.74
DBHS13,AWMXL10,59.27
DBHS13,AWXL13,59.17
DBHS13,PPB30AK,55.29
DBHS13,BDGPL411HG,54.83
DBHS13,AWBS13,53.8
DBHS13,PPSG106,53.64
DBHS13,BLPBTW8,52.85
S80AFOD,T72FOD,71.31
S80AFOD,TL72FOD,57.81
S80AFOD,TRX72,54.09
S80AFOD,TM10G,52.21
S80AFOD,TMR4R,49.53
S80AFOD,FF80A,48.5
S80AFOD,TM72,48.38
S80AFOD,R810C,48.3
S80AFOD,XFRR704,46.86
S80AFOD,SSDMRT8A,45.45
SGDP162BR,SS5A,69.52
SGDP162BR,AWBSG800A,68.6
SGDP162BR,AWBSGM800A,66.68
SGDP162BR,FB316B,64.16
SGDP162BR,RTEMPB7,61.02
SGDP162BR,HBBT16,60.98
SGDP162BR,CAL6EA,57.6
SGDP162BR,PIT120,56.32
SGDP162BR,PT28E,55.7
SGDP162BR,SGDP63IRBR,55.67
SEPPROK12PC,BLPTE3816,44.97
SEPPROK12PC,SEPPROK1PC,41.75
SEPPROK12PC,BLPTE3814,40.62
SEPPROK12PC,AWCG1609B,38.63
SEPPROK12PC,BLPTE3812,37.06
SEPPROK12PC,BLPTE3810,36.5
SEPPROK12PC,AWS13-8,36.46
SEPPROK12PC,AWBCG1609,35.87
SEPPROK12PC,FMAS,32.02
SEPPROK12PC,SEPBRKRPAIR,31.45
SIM340,SIM360,93.7
SIM340,SIM380,87.37
SIM340,SIM320,86.53
SIM340,IM320,85.04
SIM340,SIM400,84.14
SIM340,IM260,83.89
SIM340,IM240,79.9
SIM340,SIM300,79.35
SIM340,SIM240,74.9
SIM340,IM280,74.64
313SYA,313SWYA,94.34
313SYA,313SMYA,83.49
313SYA,313SWMYA,80.19
313SYA,OEX714KB,79.08
313SYA,SW401,75.48
313SYA,212SFMY,74.44
313SYA,212FMY,73.19
313SYA,SW381,73.01
313SYA,OEX38B,72.3
313SYA,313TSYA,72.2
THLL72,THL72,77.84
THLL72,FHLL80,73.49
THLL72,SH80A,73.21
THLL72,FHL80,71.52
THLL72,SHLL80A,69.6
THLL72,THRLX72,65.91
THLL72,THLLF72,65.72
THLL72,THR72,65.46
THLL72,SHL80A,63.61
THLL72,FHBB18A,63.3
SRPCR4700,PPB826A,77.33
SRPCR4700,SRPCR3800,71.54
SRPCR4700,SRP3A,68.84
SRPCR4700,PPB816A,67.71
SRPCR4700,FB303B,66.9
SRPCR4700,GAJ12A,64.6
SRPCR4700,AWMG9,64.21
SRPCR4700,1512B,63.96
SRPCR4700,OEX714KB,63.16
SRPCR4700,1650,63.12
EEDM504F,KRA2007FPBO,50.59
EEDM504F,9100AGMO,47.43
EEDM504F,OC5A,46.1
EEDM504F,MTTL700,45.76
EEDM504F,YA900,44.86
EEDM504F,BPTOTE,42.93
EEDM504F,YA4250,42.64
EEDM504F,206AFSP,42.53
EEDM504F,EECT200,41.9
EEDM504F,GAJ12A,41.27
THNF72,FHNF100,91.12
THNF72,206AFXW,66.62
THNF72,106ATMXW,62.47
THNF72,SGDXL80BR,60.59
THNF72,TKF72,60.02
THNF72,212FSMSY,59.09
THNF72,490CF,58.87
THNF72,PL400B,58.78
THNF72,SHL80A,58.75
THNF72,912AEP,58.13
MRB5B,OFW3,74.17
MRB5B,OFW2,71.25
MRB5B,MRB10B,64.68
MRB5B,IMX32B,61.16
MRB5B,SGDMRC4-TM4,60.04
MRB5B,IMM140A,58.76
MRB5B,GA143C,58.62
MRB5B,FB361A,56.9
MRB5B,PHT5,55.98
MRB5B,OFSKIT,55.97
S6111,S6112,77.21
S6111,SEPBRKINSDIA,70.29
S6111,BTCP400,69.52
S6111,WHM1,69.35
S6111,QDTPMS,63.85
S6111,RD8,63.49
S6111,ACT1290A,63.21
S6111,AF102,61.59
S6111,CAL6EBR,61.53
S6111,SHP2KT,59.54
HSPD16,TM10G,65.69
HSPD16,GA265A,64.76
HSPD16,AWBPH13,63.21
HSPD16,PPCS60BK,62.12
HSPD16,PHT5,61.24
HSPD16,AWBXL13,59.38
HSPD16,120SSDP,57.45
HSPD16,HBPT24,56.96
HSPD16,AWCPEF16K,55.82
HSPD16,FHBB12A,55.34
213AFLEY,211EFAMY,73.16
213AFLEY,124STTMM,72.9
213AFLEY,210EFTAMY,70.65
213AFLEY,111TMUSMA,68.86
213AFLEY,210AFLEY,68.84
213AFLEY,XLE605,68.03
213AFLEY,208EFTABMY,66.02
213AFLEY,212EFTXY,65.99
213AFLEY,210FRHMA,65.91
213AFLEY,210EFTXRY,65.65
VO1820B,VO1012B,94.7
VO1820B,VO1416B,94.45
VO1820B,VO2224B,89.4
VO1820B,TMA7E,74.53
VO1820B,S261,74.43
VO1820B,VO2628B,72.08
VO1820B,S321,71.18
VO1820B,AW035D,67.5
VO1820B,SF241,65.11
VO1820B,AW050D,63.43
ECSPH271,KAERNADD6RD,60.26
ECSPH271,LIL59000,58.73
ECSPH271,PL5ESWIRESTRIP,57.65
ECSPH271,FRW10,57.44
ECSPH271,ECHDE052,54.56
ECSPH271,ECUHD218,53.67
ECSPH271,SHN36,53.66
ECSPH271,ECPRD068,52.91
ECSPH271,PTM30,51.15
ECSPH271,ECARL032R,50.65
2050,1650,85.75
2050,2420A,82.13
2050,AWMG9,80.59
2050,PPB826A,79.1
2050,1512B,78.48
2050,BTC7B,78.28
2050,FBST338,78.21
2050,GAJ12A,76.69
