item_sku,rec_sku
112STMMY,TMU8B
112STMMY,PT28E
112STMMY,GA296B
112STMMY,FXK6
112STMMY,SRPCR105
112STMMY,212FSMY
112STMMY,SGDP63IRBR
112STMMY,GFAT1E
112STMMY,TMXK60
112STMMY,TMXK2
112STMMY,SGA173BR
112STMMY,117TMM
112STMMY,OEXM210B
112STMMY,FXK3
112STMMY,111TMMDY
112STMMY,CSA12CR
112STMMY,212SFSMY
112STMMY,SOEXM9
112STMMY,212EFTXY
112STMMY,BTC7B
112STMMY,110STMY
112STMMY,YA1055B
112STMMY,110TMDY
112STMMY,OEXM80B
112STMMY,OEXM240B
112STMMY,SXK5
112STMMY,SOEXM8
112TMMY,OEX711B
112TMMY,TMXK4
112TMMY,RXFMS606B
112TMMY,207EFAMY
112TMMY,EC-USB-C-3A
112TMMY,AWS13
112TMMY,SOEXM9
112TMMY,97ACF
112TMMY,212FMY
112TMMY,SGDX60BR
112TMMY,T72
112TMMY,SPBS704AR
112TMMY,212EFTXY
112TMMY,PPC710BK
112TMMY,HBBD24
112TMMY,PL400B
112TMMY,TMU8B
112TMMY,FU8A
112TMMY,106BTMX
112TMMY,LP10WR
112TMMY,F80
112TMMY,UIM225
112TMMY,313TWMYA
112TMMY,112STMMY
112TMMY,96ACF
112TMMY,SGDMRC44B
112TMMY,FXK11
112TMMY,SOEXM710
112TMMY,TMXK60
112TMMY,BHS13A
112TMMY,UPT35
112TMMY,HSG319
112TMMY,OEX38B
112TMMY,TMXK2
112TMMY,S80A
112TMMY,PWC6
112TMMY,PRH57A
112TMMY,RXFS605B
112TMMY,FXK3
112TMMY,212FSMY
112TMMY,S9704KA
112TMMY,110TMY
112TMMY,212SFSMY
112TMMY,FXK6
112TMMY,SGA173BR
112TMMY,206EAU
112TMMY,SGDX80BR
112TMMY,1650
112TMMY,110STMY
112TMMY,SOXRR707A
112TMMY,87BCF
112TMMY,SGASA204CR
112TMMY,SPBS12AR
112TMMY,GA295
112TMMY,HBFE24
112TMMY,211SFSY
112TMMY,211FSY
112TMMY,ACT83A
112TMMY,SGT4BR
112TMMY,112RTA
112TMMY,OEXM90B
112TMMY,317MSPC
112TMMY,OEX8B
112TMMY,SGDP63IRBR
112TMMY,OEX10B
112TMMY,RULER601
112TMMY,GFAT1E
112TMMY,PT28E
112TMMY,RTD48
112TMMY,AWMG9
112TMMY,FBST338
112TMMY,10MA
112TMMY,SXK5
112TMMY,GSAF1F
112TMMY,CSA8CR
112TMMY,BHM9A
112TMMY,8R
112TMMY,YA337A
112TMMY,TA3
112TMMY,A2A
112TMMY,OEX40B
112TMMY,BB9008
112TMMY,S9706KRA
112TMMY,317MPC
112TMMY,SGDP64IRBR
112TMMY,OEXM80B
112TMMY,PPC20LB
112TMMY,114ATMP
112TMMY,VSG10WR
112TMMY,10HR
112TMMY,KAC1224TCA
112TMMY,RC980
112TMMY,S8
112TMMY,OEX34B
112TMMY,OEX36B
112TMMY,SW401
112TMMY,DS806AK
112TMMY,218AFP
112TMMY,SOEXM8
112TMMY,SW381
112TMMY,TW401
112TMMY,SRP3A
112TMMY,SRP4
112TMMY,PIT120
112TMMY,206EFABL
112TMMY,VSG6LN
112TMMY,A277
112TMMY,TW381
112TMMY,FP32E
112TMMY,209EFTXBY
112TMMY,IMM360
112TMMY,FP22E
112TMMY,208FRDH
112TMMY,AEM5530
112TMMY,STX70E
112TMMY,AEM444
112TMMY,YA2850A
112TMMY,TW481
112TMMY,VSG4WR
112TMMY,AEM6530
112TMMY,XO2022
112TMMY,TMUS161A
112TMMY,HDM1236
112TMMY,SAM19E
112TMMY,HD6529
112TMMY,TMD8
112TMMY,GF22
112TMMY,F161
112TMMY,FABLM5E
112TMMY,SA16E
112TMMY,FAML6E
112TMMY,FLE140A
112TMMY,FRX181
112TMMY,FCO14A
112TMMY,TMUS141A
112TMMY,FA12LE
112TMMY,AN850811B
112TMMY,FCO16A
112TMMY,FCO18A
112TMMY,FCO30A
114ATMP,PL400B
114ATMP,FXK11
114ATMP,TMXK60
114ATMP,PPC710BK
114ATMP,SGASA204CR
114ATMP,S9706KRA
114ATMP,PWC6
114ATMP,RXFS605B
114ATMP,HSG319
114ATMP,212FSMY
114ATMP,F80
114ATMP,PRH57A
114ATMP,SGDX80BR
114ATMP,206EAU
114ATMP,212SFSMY
114ATMP,211FSY
114ATMP,SGDP63IRBR
114ATMP,211SFSY
114ATMP,110STMY
114ATMP,RULER601
114ATMP,GFAT1E
114ATMP,TA3
114ATMP,317MSPC
114ATMP,FBST338
114ATMP,SGT4BR
114ATMP,112TMMY
114ATMP,8R
114ATMP,10MA
114ATMP,CSA8CR
114ATMP,YA337A
114ATMP,GSAF1F
114ATMP,SGDP64IRBR
114ATMP,PPC20LB
114ATMP,A2A
114ATMP,VSG10WR
114ATMP,10HR
114ATMP,TW381
114ATMP,317MPC
114ATMP,DS806AK
114ATMP,S8
114ATMP,SW401
114ATMP,218AFP
114ATMP,SW381
114ATMP,SRP3A
114ATMP,VSG6LN
114ATMP,SRP4
114ATMP,TW401
114ATMP,VSG4WR
117TMM,TPGDL1000C
117TMM,TDG1
117TMM,PL307ACF
117TMM,BOERM712
117TMM,SOEXM705
117TMM,PK23A
117TMM,SPBS704AR
117TMM,SGDMRC44B
117TMM,S9704KA
117TMM,207EFAMY
117TMM,SGDX60BR
117TMM,PWC6
117TMM,BTG8
117TMM,FX80B
117TMM,97ACF
117TMM,BTCP500
117TMM,315SIMMYA
117TMM,UIM225
117TMM,HBBD24
117TMM,UPT35
117TMM,SN24C
117TMM,SOEXM710
117TMM,S9706KRA
117TMM,CSA8CR
117TMM,SGT4BR
117TMM,BLPTHC87
117TMM,PPC710BK
117TMM,FXK11
117TMM,224SFFSMFR
117TMM,LP10WR
117TMM,222SFFSFR
117TMM,F80
117TMM,SEPIMMSIMM
117TMM,317AMMPC
117TMM,206EAU
117TMM,PRH57A
117TMM,LSRM2000
117TMM,SGA173BR
117TMM,OFCA1KT
117TMM,SGASA204CR
117TMM,TMXK60
117TMM,PL400B
117TMM,212SFSMY
117TMM,SRPCR105
117TMM,212FSMY
117TMM,112STMMY
117TMM,212EFTXY
117TMM,YA9329A
117TMM,AHC22MD
117TMM,AHC22E
1206GS,211SFY
1206GS,106ATMXW
1206GS,224SFFSMFR
1206GS,206AFXW
1206GS,TPMB25
1206GS,OEX40B
1206GS,F80
1206GS,FB361A
1206GS,OEX8B
1206GS,OEX34B
1206GS,SOEXM22
1206GS,FXK3
1206GS,110STMDY
1206GS,OEX10B
1206GS,OEXM90B
1206GS,DB129C
1206GS,211FY
1206GS,214IMFMYA
1206GS,ECPRB042
1206GS,315IMMYA
1206GS,SN18B
1206GS,IPF800B
1206GS,212IMFMSYA
1206GS,214SIMFMYA
1206GS,SOEX710
1206GS,RTD48
1206GS,315SIMMYA
1206GS,212SIMFYA
1206GS,FU8A
1206GS,110TMDY
1206GS,SOEXM710
1206GS,SOEXM7
1206GS,212SFSMY
1206GS,SOEXM8
1206GS,SOEXM9
1206GS,SOEX704
1206GS,SOEXM21
1206GS,FXK6
1206GS,311IMYA
1206GS,313SIMA
1206GS,SL80A
1206GS,B1356E
1206GS,GAJ12A
1206GS,212EFTXY
1206GS,T72
1206GS,SGASA204CR
1206GS,SPBS704AR
1206GS,HSG319
1206GS,SGDX80BR
1206GS,S9706KRA
1206GS,111TMMDY
1206GS,GA295
1206GS,SOEX40
1206GS,S9704KR
1206GS,HBFE48
1206GS,CSA8CR
1206GS,SOEX38
1206GS,208EFAY
1206GS,PPC710BK
1206GS,TMXK4
1206GS,1650
1206GS,UPT35
1206GS,OEXM240B
1206GS,EC-USB-C-3A
1206GS,TMXK2
1206GS,OEXM6B
1206GS,TB10A
1206GS,IMX52
1206GS,AWS13
1206GS,BP12B
1206GS,1250
1206GS,FBST338
1206GS,UTK100
1206GS,AWMG9
1206GS,AWP160
1206GS,OEX36B
1206GS,2050
1206GS,IMX112
1206GS,OEXM80B
1206GS,131A
1206GS,PPB816A
1206GS,AC58E
1206GS,SR40K
1206GS,SDD204
1206GS,B3404B
1206GS,BTC7B
1206GS,BLP404
1206GS,SDDP204BO
1206GS,IMX61
1206GS,PPC12B
1206GS,SGF8MA
1206GS,BH141A
1206GS,TCCTLRG
1206GS,BTC10
1206GS,IMX111
1206GS,SGF6R
1206GS,PT7B
120STTM,SPBS704AR
120STTM,SGASA204CR
120STTM,SOEXM710
120STTM,F80
120STTM,206AFX
120STTM,SOEX710
120STTM,224SFFSMFR
120STTM,222SFFSFR
120STTM,124STTMM
120STTM,106BTMX
124STTMM,SGASA204CR
124STTMM,206AFX
124STTMM,313TWYA
124STTMM,RXFMS606B
124STTMM,206AFXW
124STTMM,PL400B
124STTMM,T72
124STTMM,214IMFMYA
124STTMM,106ATMXW
124STTMM,214SIMFMYA
124STTMM,110STMY
124STTMM,313TSYA
124STTMM,SOEXM22
124STTMM,106BTMX
124STTMM,224SFFSMFR
124STTMM,222SFFSFR
124STTMM,F80
124STTMM,SOEX710
124STTMM,110TMY
124STTMM,S9704KR
124STTMM,SOEXM710
124STTMM,SOEXM9
124STTMM,S9706KRA
124STTMM,SOEXM21
124STTMM,OEXM80B
124STTMM,SOEXM8
1250,BP16B
1250,TPMB25
1250,PL307ACF
1250,SN18B
1250,FB361A
1250,RTD48
1250,ECPRB042
1250,DB129C
1250,SOEXM7
1250,214IMFMYA
1250,IPF800B
1250,212IMFMSYA
1250,B1356E
1250,F80
1250,GAJ12A
1250,110TMDY
1250,214SIMFMYA
1250,315SIMMYA
1250,315IMMYA
1250,212SIMFYA
1250,FXK3
1250,311IMYA
1250,313SIMA
1250,111TMMDY
1250,T72
1250,SPBS704AR
1250,1206GS
1250,SGASA204CR
1250,S9706KRA
1250,HSG319
1250,SL80A
1250,FXK6
1250,212EFTXY
1250,SOEXM8
1250,208EFAY
1250,SGDX80BR
1250,SOEXM9
1250,UPT35
1250,SOEX710
1250,S9704KR
1250,HBFE48
1250,TB10A
1250,GA295
1250,CSA8CR
1250,SOEXM710
1250,PPC710BK
1250,TMXK4
1250,EC-USB-C-3A
1250,AWS13
1250,TMXK2
1250,SOEX704
1250,IMX52
1250,OEXM6B
1250,AWMG9
1250,FBST338
1250,UTK100
1250,OEXM90B
1250,BP12B
1250,1650
1250,SOEX8
1250,IMX112
1250,PPB816A
1250,131A
1250,AWP160
1250,SDD204
1250,B3404B
1250,OEXM80B
1250,2050
1250,AC58E
1250,SR40K
1250,SOEX40
1250,BLP404
1250,BTC7B
1250,SOEX38
1250,SDDP204BO
1250,IMX61
1250,PPC12B
1250,IMX111
1250,SGF8MA
1250,BH141A
1250,TCCTLRG
1250,BTC10
1250,SGF6R
1250,PT7B
131A,TPMB25
131A,RXFMS606B
131A,F80
131A,PL400B
131A,ECPRB042
131A,FXK3
131A,DB129C
131A,SN18B
131A,315IMMYA
131A,313SIMA
131A,311IMYA
131A,FB361A
131A,214IMFMYA
131A,214SIMFMYA
131A,IPF800B
131A,GAJ12A
131A,315SIMMYA
131A,212SIMFYA
131A,RTD48
131A,110TMDY
131A,212IMFMSYA
131A,B1356E
131A,T72
131A,111TMMDY
131A,SL80A
131A,SOEXM710
131A,SGDX80BR
131A,GA295
131A,HSG319
131A,SPBS704AR
131A,UPT35
131A,SGASA204CR
131A,HBFE48
131A,1206GS
131A,SOEX8
131A,212EFTXY
131A,OEXM90B
131A,S9706KRA
131A,TMXK2
131A,TMXK4
131A,EC-USB-C-3A
131A,CSA8CR
131A,208EFAY
131A,PPC710BK
131A,FBST338
131A,1650
131A,SOEXM7
131A,TB10A
131A,UTK100
131A,S9704KR
131A,OEXM6B
131A,AWS13
131A,BP12B
131A,SOEXM8
131A,SOEXM9
131A,2050
131A,PPB816A
131A,AWMG9
131A,1250
131A,AWP160
131A,SDD204
131A,AC58E
131A,OEXM80B
131A,SR40K
131A,B3404B
131A,BTC7B
131A,IMX112
131A,BLP404
131A,SDDP204BO
131A,IMX52
131A,PPC12B
131A,SGF8MA
131A,BH141A
131A,BTC10
131A,TCCTLRG
131A,SGF6R
131A,PT7B
144TMPB,QD3R250A
144TMPB,OEXM713B
144TMPB,313TSYA
144TMPB,214SIMFMYA
144TMPB,313TSMYA
144TMPB,RXFMS606B
144TMPB,PL400B
144TMPB,BP16B
144TMPB,F80
144TMPB,SXK11
144TMPB,224SFFSMFR
144TMPB,FXK3
144TMPB,HBFE24
144TMPB,SXK3
144TMPB,FLF80A
144TMPB,BHM9A
144TMPB,222SFFSFR
144TMPB,HSG319
144TMPB,OEXM230B
144TMPB,315SIMMYA
144TMPB,PMF147A
144TMPB,PK53A
144TMPB,1650
144TMPB,PPC710BK
144TMPB,OEX714KB
144TMPB,OEX8B
144TMPB,SGDX80BR
144TMPB,TA3
144TMPB,SGT4BR
144TMPB,S80A
144TMPB,EC-USB-C-3A
144TMPB,ACT83A
144TMPB,SGDP63IRBR
144TMPB,RULER601
144TMPB,GSAF1F
144TMPB,OEX10B
144TMPB,FXK6
144TMPB,YA337A
144TMPB,FBST338
144TMPB,GFAT1E
144TMPB,PPB816A
144TMPB,AC58E
144TMPB,OEXM6B
144TMPB,10MA
144TMPB,A2A
144TMPB,OEXM90B
144TMPB,SXK5
144TMPB,OEXM7B
144TMPB,8R
144TMPB,OEXM240B
144TMPB,GA111D
144TMPB,S9704KA
144TMPB,SIMM360
144TMPB,OEXM80B
144TMPB,SIMM320
144TMPB,SIMM300
144TMPB,OEXM8B
144TMPB,OEXM9B
144TMPB,TMM5
144TMPB,RXFS1618B
144TMPB,RXFS2022B
144TMPB,RXFS1214B
144TMPB,STMM5
1650,PL400B
1650,FXK3
1650,112TMMY
1650,TPMB25
1650,PL307ACF
1650,QD3R250A
1650,RTD48
1650,FB361A
1650,FLF80A
1650,YA4274A
1650,PK53A
1650,S9706KA
1650,F80
1650,SOEXM7
1650,OEXM713B
1650,SN18B
1650,BP16B
1650,HBFE32
1650,S8
1650,FXK11
1650,RXFMS606B
1650,DB129C
1650,FU8A
1650,OEX11B
1650,S9704KA
1650,HBFE24
1650,144TMPB
1650,OEXM230B
1650,S80A
1650,QD2R100A
1650,IPF800B
1650,212FMY
1650,BHM9A
1650,214IMFMYA
1650,B1356E
1650,RXFS605B
1650,SXK11
1650,110TMDY
1650,224SFFSMFR
1650,212IMFMSYA
1650,OEX714KB
1650,211FY
1650,315IMMYA
1650,SGDP63IRBR
1650,SGT4BR
1650,ECPRB042
1650,RULER601
1650,214SIMFMYA
1650,GAJ12A
1650,311IMYA
1650,315SIMMYA
1650,SXK3
1650,PMF147A
1650,111TMMDY
1650,212SIMFYA
1650,YA337A
1650,SXK5
1650,OEX8B
1650,313SIMA
1650,TA3
1650,GFAT1E
1650,FXK6
1650,10MA
1650,ACT83A
1650,313SWYA
1650,HSG319
1650,T72
1650,GSAF1F
1650,SL80A
1650,A2A
1650,OEX10B
1650,SGDX80BR
1650,SOEX710
1650,212EFTXY
1650,1206GS
1650,PPC710BK
1650,SPBS704AR
1650,UPT35
1650,8R
1650,208EFAY
1650,GA295
1650,S9706KRA
1650,EC-USB-C-3A
1650,VSG10WR
1650,HBFE48
1650,FBST338
1650,CSA8CR
1650,SGASA204CR
1650,S9704KR
1650,TMXK4
1650,OEXM6B
1650,TB10A
1650,OEXM240B
1650,SOEX704
1650,TDM100A
1650,TMXK2
1650,AWS13
1650,313SWMYA
1650,AWMG9
1650,BP12B
1650,OEX38B
1650,UTK100
1650,PPB816A
1650,GA111D
1650,IMX52
1650,AWP160
1650,131A
1650,SOEXM710
1650,OEXM7B
1650,2050
1650,SOEXM8
1650,AC58E
1650,B3404B
1650,SRPCR4700
1650,SOEXM9
1650,SDD204
1650,OEX34B
1650,VSG6LN
1650,IMX112
1650,1250
1650,OEXM90B
1650,YA4010
1650,YA1050B
1650,SR40K
1650,SIMM320
1650,OEX40B
1650,OEX36B
1650,SW381
1650,SOEX8
1650,SOEX40
1650,BTC7B
1650,SOEX38
1650,BLP404
1650,SRPCR3800
1650,OEXM80B
1650,SIMM300
1650,SDDP204BO
1650,RXFS1214B
1650,SRPCR7000
1650,SIMM340
1650,RXFS1618B
1650,OEXM8B
1650,SIMM360
1650,RXFS2022B
1650,SW401
1650,OEXM9B
1650,PPC12B
1650,TD1040A
1650,IMX61
1650,FB303B
1650,THX458
1650,SGF8MA
1650,BH141A
1650,BTC10
1650,TCCTLRG
1650,SWM101A
1650,SWM111A
1650,SGF6R
1650,PT7B
196ACF,61CF
196ACF,F80
196ACF,HSG319
196ACF,110STMDY
196ACF,SGDX80BR
196ACF,211SFY
196ACF,FXK3
196ACF,BP12B
196ACF,211FY
196ACF,GA295
196ACF,FU8A
196ACF,EC-USB-C-3A
196ACF,110TMDY
196ACF,47ACF
196ACF,FXK6
196ACF,86ACF
196ACF,SDD204
196ACF,SDDP204BO
2004BSKA,ATECH2FR125B
2004BSKA,FHLF80A
2004BSKA,CT861K2
2004BSKA,BLPTHC87
2004BSKA,SGDX80BR
2004BSKA,F80
2004BSKA,PL400B
2004BSKA,SPBS704AR
2004BSKA,SGASA204CR
2004BSKA,EC-USB-C-3A
204IMXA,PPC710BK
204IMXA,SGASA204CR
204IMXA,BLPTHC87
204IMXA,304IMX
204IMXA,SN24C
204IMXA,SOEXM710
204IMXA,SGDX60BR
204IMXA,212SIMFYA
204IMXA,214IMFMYA
204IMXA,214SIMFMYA
204IMXA,F80
204IMXA,212FSMY
204IMXA,S80A
204IMXA,212IMFMSYA
204IMXA,SOEXM8
2050,HBBD24
2050,PL400B
2050,TPMB25
2050,FXK3
2050,F80
2050,PPB1002A
2050,SPBS24AR
2050,PWCS7ACF
2050,BP16B
2050,ECPRB042
2050,RXFS605B
2050,DB129C
2050,S8
2050,SN18B
2050,212FSMY
2050,BLP10
2050,211FSY
2050,YA1050B
2050,HBFE32
2050,110TMDY
2050,214IMFMYA
2050,315IMMYA
2050,RTD48
2050,315SIMMYA
2050,IPF800B
2050,212IMFMSYA
2050,B1356E
2050,214SIMFMYA
2050,311IMYA
2050,212SIMFYA
2050,313SIMA
2050,GAJ12A
2050,MTTL300
2050,111TMMDY
2050,FXK11
2050,SOEXM7
2050,212SFSMY
2050,FXK6
2050,SPBS18AR
2050,GFAT1E
2050,GLA12B
2050,GSAF1F
2050,SPBS704AR
2050,T72
2050,PMF147A
2050,SL80A
2050,SGASA204CR
2050,S9706KRA
2050,UPT35
2050,1206GS
2050,SOEX710
2050,SGDX80BR
2050,212EFTXY
2050,HBFE48
2050,PPC710BK
2050,208EFAY
2050,GA295
2050,HSG319
2050,CSA8CR
2050,A2A
2050,S9704KR
2050,SOEXM8
2050,AWS13
2050,SOEXM710
2050,TB10A
2050,EC-USB-C-3A
2050,TMXK4
2050,SOEXM9
2050,TMXK2
2050,211SFSY
2050,FBST338
2050,IMX52
2050,CNT3D101
2050,SOEX704
2050,AWMG9
2050,UTK100
2050,1650
2050,OEXM6B
2050,BP12B
2050,IMX112
2050,PPB816A
2050,AWP160
2050,131A
2050,GA356B
2050,AC58E
2050,B3404B
2050,SDD204
2050,SR40K
2050,1250
2050,OEXM90B
2050,SOEX8
2050,OEXM80B
2050,OEX36B
2050,OEX34B
2050,BTC7B
2050,BLP404
2050,SOEX40
2050,SOEX38
2050,OEX40B
2050,OEX38B
2050,SDDP204BO
2050,YA4010
2050,SW401
2050,SW381
2050,IMX61
2050,PPC12B
2050,SGF8MA
2050,BH141A
2050,IMX111
2050,BTC10
2050,TCCTLRG
2050,SGF6R
2050,PT7B
205IPF,SGT4BR
205IPF,GA295
205IPF,214IMFMYA
205IPF,RXFS605B
205IPF,SGDX80BR
205IPF,FBST338
205IPF,214SIMFMYA
205IPF,212SIMFYA
205IPF,212IMFMSYA
205IPF,TA3
205IPF,A2A
205IPF,HSG319
205IPF,GFAT1E
205IPF,GSAF1F
205IPF,OEX34B
205IPF,OEX36B
205IPF,OEX40B
205IPF,AWS13
205IPF,AWMG9
205IPF,IPF22C
205IPF,SW401
205IPF,SW381
206AFSA,OEX714KB
206AFSA,S8
206AFSA,CSA8CR
206AFSA,HSG319
206AFSA,PPC710BK
206AFSA,EC-USB-C-3A
206AFSA,87BCF
206AFSA,BP16B
206AFSA,GSAF1F
206AFSA,GFAT1E
206AFSP,ATECH2FR125B
206AFSP,FHLF80A
206AFSP,CT861K2
206AFSP,BLPTHC87
206AFSP,SGDX80BR
206AFSP,F80
206AFSP,PL400B
206AFSP,SPBS704AR
206AFSP,SGASA204CR
206AFSP,224SFFSMFR
206AFX,211SFY
206AFX,F80
206AFX,SGDX80BR
206AFX,SGASA204CR
206AFX,110TMY
206AFX,PL400B
206AFX,214SIMFMYA
206AFX,110STMDY
206AFX,RXFMS606B
206AFX,214IMFMYA
206AFX,106BTMX
206AFX,EC-USB-C-3A
206AFX,224SFFSMFR
206AFX,OEX10B
206AFX,222SFFSFR
206AFX,SOEX710
206AFX,211FY
206AFX,124STTMM
206AFX,OEX8B
206AFX,SOEXM710
206AFX,SOEXM9
206AFX,110TMDY
206AFX,S9706KRA
206AFX,OEXM80B
206AFX,SOEXM8
206AFXW,T72
206AFXW,F80
206AFXW,214IMFMYA
206AFXW,224SFFSMFR
206AFXW,FX80B
206AFXW,OEX8B
206AFXW,214SIMFMYA
206AFXW,106ATMXW
206AFXW,110STMDY
206AFXW,SOEXM22
206AFXW,211FY
206AFXW,SOEXM9
206AFXW,110TMDY
206AFXW,222SFFSFR
206AFXW,212IMFMSYA
206AFXW,SOEXM21
206AFXW,SOEXM8
206EAU,TPGDL1000C
206EAU,TDG1
206EAU,KRSC46HPBO
206EAU,PWZ1A
206EAU,AT109
206EAU,BOERM712
206EAU,YA4275
206EAU,BP16B
206EAU,SHDX60R
206EAU,PK23A
206EAU,SGDMRC44B
206EAU,CSA8CR
206EAU,SPBS704AR
206EAU,207EFAMY
206EAU,212EFTXY
206EAU,PL307ACF
206EAU,HBBD24
206EAU,SGDX60BR
206EAU,S9704KA
206EAU,YA52PBSQC-1
206EAU,PWC6
206EAU,BTG8
206EAU,SPBS18AR
206EAU,FX80B
206EAU,BTCP500
206EAU,97ACF
206EAU,SGT4BR
206EAU,LP10WR
206EAU,UIM225
206EAU,LSRM2000
206EAU,SEPIMMSIMM
206EAU,S9706KRA
206EAU,UPT35
206EAU,PRH57A
206EAU,112STMMY
206EAU,PPC710BK
206EAU,TMXK60
206EAU,HBBD32
206EAU,SN24C
206EAU,AWP160
206EAU,211SFSY
206EAU,SOEXM710
206EAU,BLPTHC87
206EAU,315SIMMYA
206EAU,KAPS5
206EAU,112TMMY
206EAU,SPBS36AR
206EAU,GSAF1F
206EAU,224SFFSMFR
206EAU,315IMMYA
206EAU,OFCA1KT
206EAU,110STMY
206EAU,PL400B
206EAU,222SFFSFR
206EAU,117TMM
206EAU,F80
206EAU,SGASA204CR
206EAU,212FSMY
206EAU,SGA173BR
206EAU,211FSY
206EAU,317AMMPC
206EAU,212SFSMY
206EAU,SPBS8AR
206EAU,317MSPC
206EAU,SRPCR105
206EAU,PKNC150
206EAU,UPTM65K
206EAU,FXK11
206EAU,YA9329A
206EAU,114ATMP
206EAU,SOEX40
206EAU,SOEX38
206EAU,SOEX32
206EAU,SOEX30
206EAU,SOEX707
206EAU,SOEX28
206EAU,SOEX36
206EAU,SOEX26
206EFABL,SPBS12AR
206EFABL,SOXRR707A
206EFABL,HBFE24
206EFABL,SGASA204CR
206EFABL,112RTA
206EFABL,112TMMY
206EFABL,TA3
206EFABL,RTD48
206EFABL,S9706KRA
206EFABL,BB9008
206EFABL,KAC1224TCA
206EFABL,RC980
206EFABL,TW401
206EFABL,209EFTXBY
206EFABL,A277
206EFABL,TW381
206EFABL,IMM360
206EFABL,XO2022
206EFABL,208FRDH
206EFABL,HDM1236
206EFABL,AEM5530
206EFABL,AEM444
206EFABL,STX70E
206EFABL,TW481
206EFABL,YA2850A
206EFABL,TMUS161A
206EFABL,F161
206EFABL,TMD8
206EFABL,AEM6530
206EFABL,HD6529
206EFABL,FABLM5E
206EFABL,SAM19E
206EFABL,GF22
206EFABL,SA16E
206EFABL,FLE140A
206EFABL,FRX181
206EFABL,AN850811B
206EFABL,FAML6E
206EFABL,FCO14A
206EFABL,TMUS141A
206EFABL,FCO16A
206EFABL,FA12LE
206EFABL,FCO18A
206EFABL,FCO30A
207EFAMY,OEXM210B
207EFAMY,SHDX60R
207EFAMY,GFAT1E
207EFAMY,S9704KR
207EFAMY,313TWMYA
207EFAMY,FX80B
207EFAMY,97ACF
207EFAMY,SGDX60BR
207EFAMY,PL307ACF
207EFAMY,211SFSY
207EFAMY,YA4275
207EFAMY,SGDMRC44B
207EFAMY,110STMY
207EFAMY,LP10WR
207EFAMY,FU8A
207EFAMY,UPT35
207EFAMY,OEXM220B
207EFAMY,SXK11
207EFAMY,PK23A
207EFAMY,S9706KRA
207EFAMY,PPC710BK
207EFAMY,HBBD24
207EFAMY,S9704KA
207EFAMY,CSA8CR
207EFAMY,BP16B
207EFAMY,UIM225
207EFAMY,PWC6
207EFAMY,GSAF1F
207EFAMY,SOEXM710
207EFAMY,FXK6
207EFAMY,TMXK60
207EFAMY,212FSMY
207EFAMY,GA143C
207EFAMY,SGT4BR
207EFAMY,PL400B
207EFAMY,212SFSMY
207EFAMY,SPBS704AR
207EFAMY,PRH57A
207EFAMY,112STMMY
207EFAMY,F80
207EFAMY,SGASA204CR
207EFAMY,FXK11
207EFAMY,EC-USB-C-3A
207EFAMY,206EAU
207EFAMY,117TMM
207EFAMY,OEXM6B
207EFAMY,FB361A
207EFAMY,317AMMPC
207EFAMY,GA296B
207EFAMY,HBBD32
207EFAMY,SGDX80BR
207EFAMY,HSG319
207EFAMY,SGA173BR
207EFAMY,FXK3
207EFAMY,TMXK4
207EFAMY,SPBS36AR
207EFAMY,AWP160
207EFAMY,SPBS18AR
207EFAMY,PT28E
207EFAMY,PKNC150
207EFAMY,208EFAY
207EFAMY,UPTM65K
207EFAMY,OEXM90B
207EFAMY,FBST338
207EFAMY,TMU8B
207EFAMY,TMXK2
207EFAMY,212EFTXY
207EFAMY,GLA12B
207EFAMY,BTC7B
207EFAMY,SPBS8AR
207EFAMY,SXK5
207EFAMY,GAF2A
207EFAMY,SOEXM9
207EFAMY,SOEX707
207EFAMY,SOEX32
207EFAMY,SOEXM8
207EFAMY,SOEX30
207EFAMY,OEXM80B
207EFAMY,SOEX40
207EFAMY,SOEX38
207EFAMY,SOEX28
207EFAMY,SOEX26
207EFAMY,SOEX36
207EFAMY,TWM32
207EFAMY,TWM30
207EFTXY,S9704KR
207EFTXY,F80
207EFTXY,SGASA204CR
207EFTXY,FU8A
207EFTXY,212SFSMY
207EFTXY,EC-USB-C-3A
207EFTXY,SGDX80BR
207EFTXY,S9706KRA
207EFTXY,PPC710BK
207EFTXY,TMXK2
207EFTXY,TMU8B
207EFTXY,FXK3
207EFTXY,FXK6
207IPFM,SGASA204CR
207IPFM,214IMFMYA
207IPFM,212SIMFYA
207IPFM,214SIMFMYA
207IPFM,SOEXM21
207IPFM,PH3050BR
207IPFM,307IPLMY
207IPFM,SOEXM22
207IPFM,212IMFMSYA
207IPFM,S9706KRA
208AFX,ATECH2FR125B
208AFX,FHLF80A
208AFX,CT861K2
208AFX,BLPTHC87
208AFX,SGDX80BR
208AFX,F80
208AFX,PL400B
208AFX,SPBS704AR
208AFX,SGASA204CR
208AFX,224SFFSMFR
208EFAY,112TMMY
208EFAY,211FSY
208EFAY,BHS13A
208EFAY,TPMB25
208EFAY,OEXM90B
208EFAY,FXK11
208EFAY,GAJ12A
208EFAY,87BCF
208EFAY,212FSMY
208EFAY,DB129C
208EFAY,FXK3
208EFAY,315IMMYA
208EFAY,FB361A
208EFAY,HBFE24
208EFAY,315SIMMYA
208EFAY,FXK6
208EFAY,ECPRB042
